2024-10-25 16:03:10,820 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-10-25 16:03:10,837 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-10-25 16:03:10,838 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-10-25 16:03:10,838 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-10-25 16:03:10,853 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-10-25 16:03:10,854 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-10-25 16:03:10,854 INFO  SwAddin.cs: 201 - Setting up command manager
2024-10-25 16:03:10,855 INFO  SwAddin.cs: 204 - Adding command manager
2024-10-25 16:03:10,857 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-10-25 16:03:10,858 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-10-25 16:03:10,858 INFO  SwAddin.cs: 210 - Adding event handlers
2024-10-25 16:03:10,970 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-10-25 18:47:46,799 INFO  SwAddin.cs: 294 - Assembly export called for file Base_con_ruedas_para_ROS_URDF.SLDASM
2024-10-25 18:47:46,801 INFO  SwAddin.cs: 299 - Save is required
2024-10-25 18:47:46,801 INFO  SwAddin.cs: 313 - Saving assembly
2024-10-25 18:47:47,144 INFO  SwAddin.cs: 316 - Opening property manager
2024-10-25 18:47:47,155 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base_con_ruedas_para_ROS_URDF.SLDASM
2024-10-25 18:47:47,182 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Base_con_ruedas_para_ROS_URDF.SLDASM
2024-10-25 18:47:47,182 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base_con_ruedas_para_ROS_URDF.SLDASM
2024-10-25 18:47:47,183 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-10-25 18:47:47,184 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2024-10-25 18:47:47,185 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda_Omnidireccional-13
2024-10-25 18:47:47,185 INFO  ExportHelperExtension.cs: 1136 - Found 81 in Rueda_Omnidireccional-13
2024-10-25 18:47:47,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda_Omnidireccional-13
2024-10-25 18:47:47,186 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda_Omnidireccional-11
2024-10-25 18:47:47,187 INFO  ExportHelperExtension.cs: 1136 - Found 81 in Rueda_Omnidireccional-11
2024-10-25 18:47:47,187 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda_Omnidireccional-11
2024-10-25 18:47:47,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda_Omnidireccional-12
2024-10-25 18:47:47,188 INFO  ExportHelperExtension.cs: 1136 - Found 81 in Rueda_Omnidireccional-12
2024-10-25 18:47:47,188 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda_Omnidireccional-12
2024-10-25 18:47:47,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda_Omnidireccional-6
2024-10-25 18:47:47,189 INFO  ExportHelperExtension.cs: 1136 - Found 81 in Rueda_Omnidireccional-6
2024-10-25 18:47:47,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda_Omnidireccional-6
